LoadLibrary Error :126
Error :agora::rtc::NodeRtcEngine::registerPlugin, :3811, not unload plugin "bytedance"

duration : 1, tx :451408, rx :4367, txbr :0, rxbr :0, txAudioBr :0, rxAudioBr :0, users :1
duration : 1879, tx :733823482, rx :12849436, txbr :2161, rxbr :6, txAudioBr :68, rxAudioBr :0, users :1

duration : 1881, tx :734423576, rx :12851609, txbr :2401, rxbr :8, txAudioBr :66, rxAudioBr :0, users :1

duration : 1883, tx :734993029, rx :12853636, txbr :2277, rxbr :8, txAudioBr :68, rxAudioBr :0, users :1

duration : 1885, tx :735557103, rx :12855495, txbr :2256, rxbr :7, txAudioBr :68, rxAudioBr :0, users :1

duration : 1887, tx :736131097, rx :12857318, txbr :2297, rxbr :7, txAudioBr :72, rxAudioBr :0, users :1

duration : 1889, tx :736767106, rx :12859335, txbr :2541, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1891, tx :737391322, rx :12861326, txbr :2496, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1893, tx :738035001, rx :12863489, txbr :2576, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1895, tx :738643028, rx :12865719, txbr :2429, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1897, tx :739198325, rx :12867710, txbr :2223, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1899, tx :739752725, rx :12869408, txbr :2215, rxbr :6, txAudioBr :76, rxAudioBr :0, users :1

duration : 1901, tx :740396032, rx :12871447, txbr :2574, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1903, tx :740985568, rx :12873539, txbr :2359, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1905, tx :741576016, rx :12875681, txbr :2360, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1907, tx :742162396, rx :12877923, txbr :2345, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 1909, tx :742741015, rx :12879837, txbr :2314, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1911, tx :743316368, rx :12881612, txbr :2302, rxbr :7, txAudioBr :70, rxAudioBr :0, users :1

duration : 1913, tx :743893442, rx :12883574, txbr :2307, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1915, tx :744449894, rx :12885557, txbr :2225, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1917, tx :745052663, rx :12887820, txbr :2412, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 1919, tx :745638917, rx :12889851, txbr :2343, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1921, tx :746207804, rx :12891890, txbr :2276, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1923, tx :746793567, rx :12893588, txbr :2343, rxbr :6, txAudioBr :82, rxAudioBr :0, users :1

duration : 1925, tx :747334912, rx :12895550, txbr :2164, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1927, tx :747883969, rx :12897679, txbr :2196, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1929, tx :748454411, rx :12899865, txbr :2280, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 1931, tx :749033749, rx :12901904, txbr :2319, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 1933, tx :749620753, rx :12903763, txbr :2348, rxbr :7, txAudioBr :70, rxAudioBr :0, users :1

duration : 1935, tx :750205446, rx :12905564, txbr :2338, rxbr :7, txAudioBr :71, rxAudioBr :0, users :1

duration : 1937, tx :750754383, rx :12907555, txbr :2195, rxbr :7, txAudioBr :63, rxAudioBr :0, users :1

duration : 1939, tx :751381592, rx :12909603, txbr :2508, rxbr :8, txAudioBr :71, rxAudioBr :0, users :1

duration : 1941, tx :751950133, rx :12911845, txbr :2273, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1943, tx :752570896, rx :12913818, txbr :2480, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1945, tx :753171915, rx :12915732, txbr :2406, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1947, tx :753798889, rx :12917507, txbr :2509, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1949, tx :754425447, rx :12919421, txbr :2504, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1951, tx :755089774, rx :12921799, txbr :2657, rxbr :9, txAudioBr :78, rxAudioBr :0, users :1

duration : 1953, tx :755718157, rx :12923793, txbr :2514, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1955, tx :756341258, rx :12925707, txbr :2491, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1957, tx :756947168, rx :12927698, txbr :2423, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1959, tx :757534893, rx :12929396, txbr :2352, rxbr :6, txAudioBr :80, rxAudioBr :0, users :1

duration : 1961, tx :758119882, rx :12931387, txbr :2338, rxbr :7, txAudioBr :71, rxAudioBr :0, users :1

duration : 1963, tx :758738839, rx :12933556, txbr :2477, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1965, tx :759354872, rx :12935491, txbr :2462, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1967, tx :759968957, rx :12937482, txbr :2457, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1969, tx :760618683, rx :12939341, txbr :2597, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1971, tx :761227220, rx :12941332, txbr :2434, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1973, tx :761841213, rx :12943384, txbr :2455, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1975, tx :762455887, rx :12945639, txbr :2459, rxbr :9, txAudioBr :72, rxAudioBr :0, users :1

duration : 1977, tx :763055569, rx :12947630, txbr :2397, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1979, tx :763654525, rx :12949544, txbr :2395, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1981, tx :764320815, rx :12951583, txbr :2666, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 1983, tx :764939009, rx :12953281, txbr :2471, rxbr :6, txAudioBr :73, rxAudioBr :0, users :1

duration : 1985, tx :765585299, rx :12955402, txbr :2585, rxbr :8, txAudioBr :70, rxAudioBr :0, users :1

duration : 1987, tx :766237466, rx :12957644, txbr :2608, rxbr :8, txAudioBr :68, rxAudioBr :0, users :1

duration : 1989, tx :766866554, rx :12959510, txbr :2516, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1991, tx :767498854, rx :12961501, txbr :2530, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1993, tx :768154145, rx :12963415, txbr :2619, rxbr :7, txAudioBr :69, rxAudioBr :0, users :1

duration : 1995, tx :768747239, rx :12965113, txbr :2372, rxbr :6, txAudioBr :68, rxAudioBr :0, users :1

duration : 1997, tx :769418207, rx :12967491, txbr :2683, rxbr :9, txAudioBr :81, rxAudioBr :0, users :1

duration : 1999, tx :770026424, rx :12969543, txbr :2432, rxbr :8, txAudioBr :66, rxAudioBr :0, users :1

duration : 2001, tx :770601756, rx :12971486, txbr :2301, rxbr :7, txAudioBr :61, rxAudioBr :0, users :1

duration : 2003, tx :771186817, rx :12973400, txbr :2336, rxbr :7, txAudioBr :69, rxAudioBr :0, users :1

duration : 2005, tx :771807707, rx :12975314, txbr :2488, rxbr :7, txAudioBr :84, rxAudioBr :0, users :1

duration : 2007, tx :772420901, rx :12977356, txbr :2451, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 2009, tx :773073066, rx :12979639, txbr :2609, rxbr :9, txAudioBr :73, rxAudioBr :0, users :1

duration : 2011, tx :773638562, rx :12981589, txbr :2260, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 2013, tx :774242608, rx :12983620, txbr :2416, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 2015, tx :774855538, rx :12985596, txbr :2451, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 2017, tx :775459687, rx :12987477, txbr :2416, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 2019, tx :776047061, rx :12989223, txbr :2349, rxbr :6, txAudioBr :82, rxAudioBr :0, users :1

duration : 2021, tx :776682173, rx :12991430, txbr :2540, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 2023, tx :777276681, rx :12993289, txbr :2379, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 2025, tx :777834104, rx :12995323, txbr :2229, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 2027, tx :778444352, rx :12997410, txbr :2439, rxbr :8, txAudioBr :83, rxAudioBr :0, users :1

duration : 2029, tx :778999644, rx :12999269, txbr :2221, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 2031, tx :779598638, rx :13001044, txbr :2397, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 2033, tx :780208853, rx :13003061, txbr :2439, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 2035, tx :780805885, rx :13004975, txbr :2388, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 2037, tx :781427083, rx :13007173, txbr :2486, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 2039, tx :782036777, rx :13009204, txbr :2438, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 2041, tx :782632904, rx :13011166, txbr :2384, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 2043, tx :783234177, rx :13012996, txbr :2403, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 2045, tx :783845796, rx :13014905, txbr :2446, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 2047, tx :784465150, rx :13016951, txbr :2477, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 2049, tx :785090613, rx :13019009, txbr :2501, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 2051, tx :785717113, rx :13021116, txbr :2504, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 2053, tx :786340953, rx :13023162, txbr :2497, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 2055, tx :786972663, rx :13024908, txbr :2525, rxbr :6, txAudioBr :75, rxAudioBr :0, users :1

duration : 2057, tx :787614800, rx :13026899, txbr :2568, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 2059, tx :788253122, rx :13028878, txbr :2554, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 2061, tx :788935719, rx :13031128, txbr :2729, rxbr :8, txAudioBr :73, rxAudioBr :0, users :1

duration : 2063, tx :789579775, rx :13033188, txbr :2577, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 2065, tx :790259205, rx :13035152, txbr :2715, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 2067, tx :790895787, rx :13037030, txbr :2547, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 2069, tx :791545230, rx :13038992, txbr :2599, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 2071, tx :792172482, rx :13040916, txbr :2507, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 2073, tx :792841412, rx :13043355, txbr :2677, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 2075, tx :793477331, rx :13045269, txbr :2541, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 2077, tx :794087139, rx :13047260, txbr :2441, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 2079, tx :794725408, rx :13049013, txbr :2551, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 2081, tx :795346861, rx :13050982, txbr :2485, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 2083, tx :796012792, rx :13053234, txbr :2665, rxbr :9, txAudioBr :80, rxAudioBr :0, users :1

duration : 2085, tx :796674255, rx :13055370, txbr :2644, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 2087, tx :797285781, rx :13057361, txbr :2447, rxbr :7, txAudioBr :70, rxAudioBr :0, users :1

duration : 2089, tx :797920555, rx :13059330, txbr :2537, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 2091, tx :798636375, rx :13060918, txbr :2864, rxbr :6, txAudioBr :79, rxAudioBr :0, users :1

duration : 2093, tx :799277093, rx :13062854, txbr :2561, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 2095, tx :799957412, rx :13065106, txbr :2721, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 2097, tx :800574040, rx :13066829, txbr :2466, rxbr :6, txAudioBr :84, rxAudioBr :0, users :1

duration : 2099, tx :801166102, rx :13068688, txbr :2368, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 2101, tx :801716799, rx :13070705, txbr :2203, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 2103, tx :802256470, rx :13072480, txbr :2158, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 2105, tx :802810897, rx :13074463, txbr :2216, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 2107, tx :803377998, rx :13076697, txbr :2268, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 2109, tx :803955773, rx :13078881, txbr :2311, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 2111, tx :804502934, rx :13080740, txbr :2188, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 2113, tx :805067056, rx :13082786, txbr :2257, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 2115, tx :805670719, rx :13084532, txbr :2413, rxbr :6, txAudioBr :81, rxAudioBr :0, users :1

duration : 2117, tx :806241030, rx :13086650, txbr :2282, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 2119, tx :806929929, rx :13088946, txbr :2755, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 2121, tx :807528919, rx :13091025, txbr :2394, rxbr :8, txAudioBr :84, rxAudioBr :0, users :1

duration : 2123, tx :808212956, rx :13093064, txbr :2737, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 2125, tx :808845269, rx :13095033, txbr :2529, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 2127, tx :809453524, rx :13096856, txbr :2433, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 2129, tx :810094889, rx :13099023, txbr :2564, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 2131, tx :810728672, rx :13101181, txbr :2536, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 2133, tx :811382114, rx :13103179, txbr :2612, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 2135, tx :811989680, rx :13105196, txbr :2430, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 2137, tx :812609152, rx :13107187, txbr :2476, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 2139, tx :813208513, rx :13108950, txbr :2399, rxbr :7, txAudioBr :71, rxAudioBr :0, users :1

duration : 2141, tx :813866528, rx :13111234, txbr :2630, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 2143, tx :814577277, rx :13113463, txbr :2844, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 2145, tx :815222602, rx :13115329, txbr :2581, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 2147, tx :815869559, rx :13117313, txbr :2585, rxbr :7, txAudioBr :67, rxAudioBr :0, users :1

duration : 2149, tx :816483646, rx :13119172, txbr :2457, rxbr :7, txAudioBr :70, rxAudioBr :0, users :1

duration : 2151, tx :817132894, rx :13120880, txbr :2596, rxbr :6, txAudioBr :80, rxAudioBr :0, users :1

duration : 2153, tx :817781447, rx :13123053, txbr :2595, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 2155, tx :818375102, rx :13124920, txbr :2374, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 2157, tx :818887479, rx :13126976, txbr :2049, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 2159, tx :819323908, rx :13128893, txbr :1744, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 2161, tx :819846644, rx :13130975, txbr :2090, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 2163, tx :820344915, rx :13132750, txbr :1994, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 2165, tx :820816292, rx :13134657, txbr :1884, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 2167, tx :821351314, rx :13136757, txbr :2141, rxbr :8, txAudioBr :69, rxAudioBr :0, users :1

duration : 2169, tx :821943692, rx :13138692, txbr :2369, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 2171, tx :822502694, rx :13140912, txbr :2236, rxbr :8, txAudioBr :71, rxAudioBr :0, users :1

duration : 2173, tx :823075071, rx :13143089, txbr :2288, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 2175, tx :823625988, rx :13144732, txbr :2203, rxbr :6, txAudioBr :72, rxAudioBr :0, users :1

duration : 2177, tx :824101778, rx :13146778, txbr :1903, rxbr :8, txAudioBr :69, rxAudioBr :0, users :1

duration : 2179, tx :824570689, rx :13148692, txbr :1875, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 2181, tx :825192514, rx :13150617, txbr :2488, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 2183, tx :825808241, rx :13152766, txbr :2461, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 2185, tx :826430498, rx :13154749, txbr :2489, rxbr :7, txAudioBr :73, rxAudioBr :0, users :1

duration : 2187, tx :827059419, rx :13156587, txbr :2518, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 2189, tx :827681547, rx :13158604, txbr :2487, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 2191, tx :828311466, rx :13160518, txbr :2518, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 2193, tx :828640487, rx :13162124, txbr :1316, rxbr :6, txAudioBr :84, rxAudioBr :0, users :1

duration : 2195, tx :828987306, rx :13164034, txbr :1375, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 2197, tx :829108734, rx :13165432, txbr :489, rxbr :5, txAudioBr :72, rxAudioBr :0, users :1

duration : 2199, tx :829169182, rx :13166530, txbr :241, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2201, tx :829231205, rx :13167722, txbr :248, rxbr :4, txAudioBr :77, rxAudioBr :0, users :1

duration : 2203, tx :829313958, rx :13169048, txbr :331, rxbr :5, txAudioBr :77, rxAudioBr :0, users :1

duration : 2205, tx :829387050, rx :13170247, txbr :292, rxbr :4, txAudioBr :65, rxAudioBr :0, users :1

duration : 2207, tx :829476692, rx :13171516, txbr :358, rxbr :5, txAudioBr :74, rxAudioBr :0, users :1

duration : 2209, tx :829566482, rx :13172715, txbr :359, rxbr :4, txAudioBr :69, rxAudioBr :0, users :1

duration : 2211, tx :829634035, rx :13173698, txbr :270, rxbr :3, txAudioBr :74, rxAudioBr :0, users :1

duration : 2213, tx :829724889, rx :13174967, txbr :363, rxbr :5, txAudioBr :83, rxAudioBr :0, users :1

duration : 2215, tx :829822073, rx :13176111, txbr :388, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2217, tx :829927843, rx :13177339, txbr :423, rxbr :4, txAudioBr :83, rxAudioBr :0, users :1

duration : 2219, tx :830101137, rx :13178531, txbr :692, rxbr :4, txAudioBr :81, rxAudioBr :0, users :1

duration : 2221, tx :830260546, rx :13179778, txbr :638, rxbr :4, txAudioBr :83, rxAudioBr :0, users :1

duration : 2223, tx :830482317, rx :13180838, txbr :887, rxbr :4, txAudioBr :79, rxAudioBr :0, users :1

duration : 2225, tx :830678954, rx :13181982, txbr :786, rxbr :4, txAudioBr :81, rxAudioBr :0, users :1

duration : 2227, tx :830823146, rx :13183258, txbr :576, rxbr :5, txAudioBr :82, rxAudioBr :0, users :1

duration : 2229, tx :830936641, rx :13184409, txbr :453, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2231, tx :831057656, rx :13185553, txbr :484, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2233, tx :831191681, rx :13186829, txbr :536, rxbr :5, txAudioBr :82, rxAudioBr :0, users :1

duration : 2235, tx :831426439, rx :13187871, txbr :939, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2237, tx :831611333, rx :13189140, txbr :739, rxbr :5, txAudioBr :81, rxAudioBr :0, users :1

duration : 2239, tx :831816561, rx :13190394, txbr :821, rxbr :5, txAudioBr :79, rxAudioBr :0, users :1

duration : 2241, tx :831983215, rx :13191545, txbr :665, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2243, tx :832142207, rx :13192766, txbr :636, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2245, tx :832311598, rx :13193965, txbr :677, rxbr :4, txAudioBr :77, rxAudioBr :0, users :1

duration : 2247, tx :832480152, rx :13195025, txbr :674, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2249, tx :832646258, rx :13196169, txbr :664, rxbr :4, txAudioBr :81, rxAudioBr :0, users :1

duration : 2251, tx :832815842, rx :13197368, txbr :677, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2253, tx :832983670, rx :13198596, txbr :671, rxbr :4, txAudioBr :83, rxAudioBr :0, users :1

duration : 2255, tx :833144931, rx :13199740, txbr :644, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2257, tx :833312940, rx :13201016, txbr :673, rxbr :5, txAudioBr :75, rxAudioBr :0, users :1

duration : 2259, tx :833482942, rx :13201999, txbr :680, rxbr :3, txAudioBr :78, rxAudioBr :0, users :1

duration : 2261, tx :833645874, rx :13203143, txbr :651, rxbr :4, txAudioBr :77, rxAudioBr :0, users :1

duration : 2263, tx :833810047, rx :13204419, txbr :656, rxbr :5, txAudioBr :73, rxAudioBr :0, users :1

duration : 2265, tx :833976319, rx :13205570, txbr :665, rxbr :4, txAudioBr :71, rxAudioBr :0, users :1

duration : 2267, tx :834134652, rx :13206791, txbr :633, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

duration : 2269, tx :834302249, rx :13207990, txbr :670, rxbr :4, txAudioBr :68, rxAudioBr :0, users :1

duration : 2271, tx :834470352, rx :13208973, txbr :672, rxbr :3, txAudioBr :79, rxAudioBr :0, users :1

duration : 2273, tx :834631474, rx :13210194, txbr :644, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2275, tx :834800891, rx :13211393, txbr :678, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2277, tx :834971364, rx :13212621, txbr :681, rxbr :4, txAudioBr :78, rxAudioBr :0, users :1

duration : 2279, tx :835144774, rx :13213889, txbr :693, rxbr :5, txAudioBr :82, rxAudioBr :0, users :1

duration : 2281, tx :835316372, rx :13215184, txbr :687, rxbr :5, txAudioBr :75, rxAudioBr :0, users :1

duration : 2283, tx :835486539, rx :13216244, txbr :680, rxbr :4, txAudioBr :77, rxAudioBr :0, users :1

duration : 2285, tx :835646466, rx :13217388, txbr :639, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2287, tx :835817524, rx :13218664, txbr :684, rxbr :5, txAudioBr :82, rxAudioBr :0, users :1

duration : 2289, tx :835991217, rx :13219863, txbr :694, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2291, tx :836156001, rx :13221007, txbr :658, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2293, tx :836322987, rx :13222283, txbr :668, rxbr :5, txAudioBr :77, rxAudioBr :0, users :1

duration : 2295, tx :836490539, rx :13223266, txbr :670, rxbr :3, txAudioBr :78, rxAudioBr :0, users :1

duration : 2297, tx :836653588, rx :13224487, txbr :652, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2299, tx :836822642, rx :13225686, txbr :675, rxbr :4, txAudioBr :78, rxAudioBr :0, users :1

duration : 2301, tx :836988864, rx :13226935, txbr :665, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2303, tx :837150550, rx :13228156, txbr :646, rxbr :4, txAudioBr :78, rxAudioBr :0, users :1

duration : 2305, tx :837317946, rx :13229355, txbr :670, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

duration : 2307, tx :837492075, rx :13230415, txbr :696, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2309, tx :837654468, rx :13231559, txbr :649, rxbr :4, txAudioBr :67, rxAudioBr :0, users :1

duration : 2311, tx :837831568, rx :13232758, txbr :708, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2313, tx :838009427, rx :13233986, txbr :711, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2315, tx :838176600, rx :13235130, txbr :669, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2317, tx :838348187, rx :13236406, txbr :685, rxbr :5, txAudioBr :74, rxAudioBr :0, users :1

duration : 2319, tx :838515343, rx :13237389, txbr :669, rxbr :3, txAudioBr :77, rxAudioBr :0, users :1

duration : 2321, tx :838676881, rx :13238533, txbr :646, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2323, tx :838845621, rx :13239809, txbr :674, rxbr :5, txAudioBr :73, rxAudioBr :0, users :1

duration : 2325, tx :839014835, rx :13240960, txbr :676, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2327, tx :839174389, rx :13242181, txbr :637, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2329, tx :839336725, rx :13243380, txbr :649, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2331, tx :839519127, rx :13244363, txbr :729, rxbr :3, txAudioBr :77, rxAudioBr :0, users :1

duration : 2333, tx :839682118, rx :13245584, txbr :652, rxbr :4, txAudioBr :69, rxAudioBr :0, users :1

duration : 2335, tx :839856831, rx :13246783, txbr :698, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

duration : 2337, tx :840026759, rx :13248011, txbr :679, rxbr :4, txAudioBr :67, rxAudioBr :0, users :1

duration : 2339, tx :840190632, rx :13249155, txbr :655, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2341, tx :840357963, rx :13250402, txbr :669, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2343, tx :840526965, rx :13251462, txbr :675, rxbr :4, txAudioBr :69, rxAudioBr :0, users :1

duration : 2345, tx :840691437, rx :13252606, txbr :657, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

duration : 2347, tx :840858912, rx :13253882, txbr :670, rxbr :5, txAudioBr :75, rxAudioBr :0, users :1

duration : 2349, tx :841027769, rx :13255033, txbr :674, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

